id,Issue Id,Assignee_email,Reporter_email,Creation Date,Close Date,Estimated Time,Actual Time
0,82036397,external,int_127,2021-03-31T16:47:43.130Z,,0,0.0
1,82030954,external,int_155,2021-03-31T15:49:51.858Z,2021-04-05T11:13:29.343Z,0,0.0
2,82026067,external,int_556,2021-03-31T15:16:52.381Z,,0,0.0
3,82024847,external,int_127,2021-03-31T15:07:35.462Z,,0,0.0
