,Issue Id,Assignee_email,Reporter_email,Creation Date,Close Date,Estimated Time,Actual Time
858,81356440,int_68,int_100,2021-03-21T14:59:50.289Z,2021-04-20T11:45:16.006Z,28800,19800.0
859,81356437,int_68,int_100,2021-03-21T14:59:29.354Z,2021-04-20T11:44:54.584Z,28800,28800.0
860,81355724,int_415,int_285,2021-03-21T14:25:05.851Z,2021-04-06T04:45:56.636Z,10800,10800.0
861,81355366,int_112,int_100,2021-03-21T14:09:34.285Z,2021-04-06T12:13:41.701Z,14400,14400.0
862,81355352,int_112,int_100,2021-03-21T14:09:02.137Z,2021-04-05T08:37:50.488Z,7200,14400.0
863,81355328,int_112,int_100,2021-03-21T14:08:32.596Z,2021-03-29T10:38:37.760Z,7200,7200.0
864,81355325,int_307,int_307,2021-03-21T14:08:17.435Z,2021-03-21T14:22:29.117Z,0,0.0
865,81355235,int_280,int_280,2021-03-21T14:05:19.186Z,2021-03-24T08:39:43.509Z,28800,28800.0
866,81355209,int_159,int_387,2021-03-21T14:03:08.282Z,,57600,14400.0
867,81355201,,int_149,2021-03-21T14:02:26.296Z,2021-03-21T14:16:32.169Z,1800,0.0
868,81355148,int_161,int_161,2021-03-21T14:00:06.164Z,2021-03-22T13:10:19.914Z,0,1800.0
869,81354966,int_280,int_146,2021-03-21T13:50:24.539Z,2021-04-06T09:50:38.742Z,1800,0.0
870,81354895,int_415,int_285,2021-03-21T13:46:07.800Z,2021-03-23T10:50:21.332Z,0,0.0
871,81354878,int_88,int_234,2021-03-21T13:45:33.216Z,2021-03-24T10:48:39.252Z,0,0.0
872,81354637,int_428,int_234,2021-03-21T13:31:35.489Z,,0,0.0
873,81354409,,int_46,2021-03-21T13:22:54.039Z,2021-03-21T14:49:14.875Z,0,0.0
874,81354333,,int_285,2021-03-21T13:18:41.513Z,2021-03-23T10:50:50.614Z,0,0.0
875,81354086,,int_46,2021-03-21T13:05:21.587Z,2021-03-21T13:30:23.088Z,0,0.0
876,81353863,int_289,int_289,2021-03-21T12:50:01.963Z,2021-03-21T12:53:22.522Z,1800,2700.0
877,81353691,int_347,int_347,2021-03-21T12:44:12.368Z,2021-03-22T08:01:06.262Z,28800,28800.0
878,81353415,int_340,int_340,2021-03-21T12:34:19.413Z,2021-03-21T15:09:17.858Z,7200,0.0
879,81353393,int_112,int_100,2021-03-21T12:33:05.336Z,2021-03-25T13:48:25.500Z,7200,14400.0
880,81353206,int_113,int_100,2021-03-21T12:21:59.691Z,2021-03-28T10:13:45.972Z,14400,10800.0
881,81353142,int_280,int_280,2021-03-21T12:17:50.705Z,2021-03-22T13:06:38.351Z,28800,36000.0
882,81352166,int_149,int_209,2021-03-21T11:39:52.399Z,,28800,24000.0
883,86579236,,int_27,2021-03-21T11:00:13.742Z,,0,0.0
884,81550582,int_381,int_27,2021-03-21T11:00:13.742Z,2021-05-06T09:59:23.054Z,0,0.0
885,81350038,int_298,int_298,2021-03-21T10:53:55.894Z,2021-03-22T08:40:04.970Z,0,600.0
886,81349254,int_436,int_436,2021-03-21T10:30:22.112Z,2021-04-07T19:29:03.981Z,0,0.0
887,81348867,,int_53,2021-03-21T10:14:00.319Z,,0,0.0
888,81348764,int_435,int_317,2021-03-21T10:11:05.050Z,2021-03-25T10:12:26.147Z,0,21600.0
889,81348618,int_85,int_85,2021-03-21T10:03:29.654Z,2021-03-21T10:17:18.620Z,0,0.0
890,81348561,int_340,int_340,2021-03-21T10:01:48.787Z,2021-03-29T12:09:06.142Z,14400,0.0
891,81348521,int_349,int_349,2021-03-21T09:59:00.435Z,2021-03-25T10:28:28.090Z,28800,28800.0
892,81348435,int_289,int_289,2021-03-21T09:53:42.856Z,2021-03-21T09:56:34.587Z,300,300.0
893,81348297,int_161,int_161,2021-03-21T09:47:26.887Z,2021-03-21T10:24:11.804Z,0,1800.0
894,81378921,,int_33,2021-03-21T09:45:40.908Z,2021-03-23T16:24:01.742Z,0,0.0
895,81348203,int_85,int_85,2021-03-21T09:42:40.115Z,2021-03-21T09:51:04.630Z,0,0.0
896,81348165,int_149,int_446,2021-03-21T09:41:19.129Z,2021-04-01T07:08:47.170Z,1200,1200.0
897,81348129,int_349,int_349,2021-03-21T09:39:58.769Z,,0,10800.0
898,81348113,int_349,int_349,2021-03-21T09:39:41.637Z,2021-04-14T09:55:00.812Z,28800,28800.0
899,81348097,int_349,int_349,2021-03-21T09:39:21.766Z,2021-03-21T13:09:03.477Z,1800,1800.0
900,81348089,int_349,int_349,2021-03-21T09:38:39.009Z,2021-04-18T12:18:09.599Z,57600,57600.0
901,81348084,int_349,int_349,2021-03-21T09:38:18.189Z,2021-03-22T14:07:06.262Z,1800,1800.0
902,81348081,int_349,int_349,2021-03-21T09:37:54.599Z,2021-04-27T11:22:22.945Z,28800,28800.0
903,81348077,int_349,int_349,2021-03-21T09:37:33.150Z,2021-03-28T09:45:04.431Z,10800,10800.0
904,81348073,int_349,int_349,2021-03-21T09:37:05.432Z,2021-03-22T13:41:19.508Z,1800,1800.0
905,81348069,int_349,int_349,2021-03-21T09:36:42.162Z,2021-03-23T09:54:55.948Z,1800,1800.0
906,81348054,int_349,int_349,2021-03-21T09:36:12.931Z,2021-04-12T08:14:21.706Z,57600,57600.0
907,81348051,int_349,int_349,2021-03-21T09:35:55.175Z,2021-03-31T09:12:51.826Z,14400,14400.0
908,81348025,int_111,int_100,2021-03-21T09:34:17.065Z,2021-03-28T13:15:29.542Z,21600,21600.0
909,81346407,int_294,int_294,2021-03-21T09:04:02.683Z,2021-03-21T12:37:58.575Z,7200,3600.0
910,81346310,int_378,int_294,2021-03-21T08:57:39.173Z,2021-03-25T10:45:04.136Z,7200,0.0
911,81346094,,int_2,2021-03-21T08:41:34.340Z,2021-03-21T10:15:52.369Z,0,0.0
912,81346006,int_47,int_46,2021-03-21T08:36:51.715Z,2021-04-12T13:35:47.177Z,0,0.0
913,81345856,int_111,int_100,2021-03-21T08:27:47.386Z,2021-04-04T07:13:50.073Z,57600,0.0
914,81345788,int_339,int_339,2021-03-21T08:23:51.225Z,2021-03-24T06:47:03.127Z,3600,1800.0
915,81345710,int_423,int_423,2021-03-21T08:15:23.495Z,2021-04-07T13:37:39.660Z,0,0.0
916,81345472,int_416,int_358,2021-03-21T08:02:14.275Z,2021-03-31T10:38:12.319Z,0,0.0
917,81345032,int_112,int_100,2021-03-21T07:50:05.014Z,2021-03-25T12:28:02.032Z,7200,14400.0
918,81345028,int_343,int_298,2021-03-21T07:49:40.809Z,,0,0.0
919,81344979,int_298,int_298,2021-03-21T07:45:52.411Z,2021-03-21T14:34:32.483Z,3600,0.0
920,81344977,int_274,int_273,2021-03-21T07:45:37.832Z,2021-05-03T11:09:07.720Z,57600,18000.0
921,81344952,int_274,int_273,2021-03-21T07:43:24.052Z,2021-04-08T04:02:48.759Z,57600,0.0
922,81344928,int_355,int_348,2021-03-21T07:41:36.949Z,2021-03-21T12:29:06.630Z,900,0.0
923,81344897,,int_37,2021-03-21T07:39:52.985Z,,0,0.0
924,81344842,int_399,int_317,2021-03-21T07:36:30.660Z,2021-03-31T08:37:28.326Z,23400,23400.0
925,81344642,int_338,int_338,2021-03-21T07:25:41.412Z,2021-03-22T15:13:38.559Z,16200,5400.0
926,81344606,int_293,int_37,2021-03-21T07:23:59.240Z,2021-04-05T12:33:13.551Z,1800,1800.0
927,81344585,,int_37,2021-03-21T07:22:15.733Z,2021-04-01T13:18:08.845Z,0,0.0
928,81344521,,int_336,2021-03-21T07:17:38.157Z,,0,0.0
929,81344477,,int_336,2021-03-21T07:12:45.724Z,,0,0.0
930,81344416,int_112,int_100,2021-03-21T07:06:02.048Z,2021-03-24T08:19:15.403Z,7200,14400.0
931,81344402,int_289,int_289,2021-03-21T07:05:26.805Z,2021-03-21T08:21:09.839Z,300,0.0
932,81344088,int_447,int_448,2021-03-21T06:36:19.855Z,2021-03-21T07:56:13.917Z,10800,5400.0
933,81343934,int_163,int_432,2021-03-21T06:22:54.586Z,2021-03-23T06:27:14.226Z,28800,28800.0
934,81343866,int_390,int_98,2021-03-21T06:18:30.752Z,2021-03-21T12:11:07.601Z,0,0.0
935,81378957,int_169,int_38,2021-03-21T05:28:48.693Z,2021-04-06T11:09:44.214Z,0,0.0
936,81337891,int_371,int_371,2021-03-20T22:10:36.506Z,2021-03-21T12:57:10.644Z,0,21600.0
937,81324668,,int_2,2021-03-20T10:37:42.207Z,2021-03-21T10:15:52.498Z,0,0.0
938,81323426,int_307,int_42,2021-03-20T09:40:20.569Z,2021-03-22T11:26:33.049Z,0,11400.0
939,81322948,int_348,int_355,2021-03-20T09:16:01.793Z,2021-03-21T04:40:51.974Z,2400,2400.0
940,81322903,int_355,int_355,2021-03-20T09:13:05.727Z,2021-03-24T07:10:36.927Z,0,0.0
941,81319899,int_307,int_307,2021-03-20T06:52:07.441Z,2021-03-22T11:41:53.897Z,0,0.0
942,81304896,int_422,int_422,2021-03-19T18:51:57.205Z,2021-04-19T06:57:24.046Z,0,0.0
943,81267773,int_355,int_355,2021-03-19T09:43:56.645Z,2021-03-20T09:16:38.937Z,28800,28800.0
944,81231993,int_289,int_289,2021-03-18T20:28:26.566Z,2021-03-18T20:48:36.398Z,300,300.0
945,81200636,int_338,int_338,2021-03-18T15:17:20.032Z,2021-03-21T13:18:39.964Z,10800,3600.0
946,81199530,int_18,int_21,2021-03-18T15:10:37.117Z,2021-04-21T09:29:11.009Z,0,0.0
947,81195996,int_399,int_317,2021-03-18T14:45:48.312Z,2021-04-01T08:49:07.770Z,0,18000.0
948,81195873,int_449,int_100,2021-03-18T14:44:49.622Z,2021-04-04T12:58:08.860Z,50400,0.0
949,81195790,int_113,int_100,2021-03-18T14:44:03.337Z,2021-03-24T15:05:40.909Z,43200,43200.0
950,81195434,int_111,int_100,2021-03-18T14:41:41.726Z,2021-03-23T10:11:58.069Z,28800,28800.0
951,81190140,int_365,int_365,2021-03-18T13:58:15.519Z,2021-03-29T07:48:36.907Z,216000,0.0
952,81189889,int_161,int_42,2021-03-18T13:54:56.730Z,2021-03-21T13:10:21.479Z,0,3600.0
953,81189241,int_280,int_363,2021-03-18T13:47:17.738Z,,0,0.0
954,81188520,int_348,int_348,2021-03-18T13:38:44.367Z,2021-03-21T05:20:34.371Z,7200,7200.0
955,81182518,int_393,int_393,2021-03-18T13:05:59.053Z,2021-04-28T12:07:10.930Z,144000,16200.0
956,81182350,int_289,int_289,2021-03-18T13:04:43.855Z,2021-03-18T13:14:33.516Z,300,300.0
957,81181002,int_450,int_198,2021-03-18T12:56:30.275Z,2021-03-24T09:43:38.343Z,0,0.0
958,81178850,int_289,int_289,2021-03-18T12:41:32.195Z,2021-03-18T12:46:35.043Z,300,300.0
959,81176167,int_307,int_307,2021-03-18T12:26:03.566Z,2021-03-18T13:08:59.608Z,0,0.0
960,81173721,int_2,int_409,2021-03-18T12:06:14.770Z,2021-03-20T11:04:21.904Z,0,0.0
961,81173380,int_343,int_298,2021-03-18T12:01:58.361Z,2021-03-21T15:18:00.043Z,7200,7200.0
962,81173372,,int_298,2021-03-18T12:01:43.792Z,2021-03-21T14:52:07.063Z,3600,0.0
963,81172761,int_2,int_409,2021-03-18T11:49:37.585Z,2021-03-19T13:30:27.772Z,0,0.0
964,81172743,int_2,int_2,2021-03-18T11:49:08.560Z,2021-03-24T07:32:21.844Z,0,0.0
965,81172208,,int_26,2021-03-18T11:43:15.602Z,2021-03-21T11:57:42.890Z,0,0.0
966,81171090,int_2,int_383,2021-03-18T11:24:37.128Z,2021-03-20T10:04:25.757Z,0,0.0
967,81170796,int_2,int_383,2021-03-18T11:20:10.066Z,2021-03-19T12:06:56.419Z,0,0.0
968,81170712,,int_234,2021-03-18T11:18:48.211Z,2021-03-21T05:48:07.547Z,0,0.0
969,81170013,int_168,int_451,2021-03-18T11:08:16.839Z,2021-03-31T07:39:23.202Z,0,0.0
970,81169568,,int_451,2021-03-18T10:59:58.662Z,,0,0.0
971,81168731,int_2,int_409,2021-03-18T10:50:27.074Z,2021-03-20T11:50:41.121Z,0,0.0
972,81168066,int_2,int_383,2021-03-18T10:43:11.646Z,2021-03-20T11:32:06.023Z,0,0.0
973,81168057,int_163,int_163,2021-03-18T10:43:10.374Z,2021-03-22T13:16:32.334Z,0,0.0
974,81167694,,int_234,2021-03-18T10:40:53.039Z,2021-05-04T07:35:28.557Z,0,0.0
975,81167053,int_165,int_165,2021-03-18T10:35:55.863Z,2021-03-22T12:52:19.226Z,21600,16200.0
976,81166988,int_255,int_418,2021-03-18T10:35:15.812Z,2021-03-21T12:15:07.889Z,1800,1800.0
977,81165872,int_421,int_421,2021-03-18T10:21:17.003Z,2021-03-18T10:37:42.925Z,28800,28800.0
978,81165337,int_307,int_307,2021-03-18T10:12:42.554Z,2021-03-18T10:41:38.740Z,0,8400.0
979,81164269,int_2,int_2,2021-03-18T09:54:39.026Z,2021-04-07T11:47:21.970Z,0,0.0
980,81164095,,int_198,2021-03-18T09:51:01.602Z,,0,0.0
981,81162701,int_169,int_2,2021-03-18T09:36:13.918Z,2021-03-30T13:08:28.395Z,0,0.0
982,81162584,int_289,int_289,2021-03-18T09:35:13.607Z,2021-03-18T10:05:59.812Z,16200,16200.0
983,81162476,int_348,int_348,2021-03-18T09:33:24.463Z,2021-03-18T09:34:31.319Z,5400,5400.0
984,81162279,int_415,int_285,2021-03-18T09:29:51.507Z,2021-03-23T10:51:56.175Z,0,0.0
985,81162150,int_390,int_375,2021-03-18T09:27:34.966Z,2021-03-23T09:03:02.837Z,0,0.0
986,81161601,int_339,int_234,2021-03-18T09:18:44.971Z,2021-03-18T12:33:41.315Z,10800,9000.0
987,81160993,int_169,int_169,2021-03-18T09:07:25.485Z,2021-03-25T11:35:32.724Z,0,0.0
988,81160192,int_85,int_85,2021-03-18T08:57:38.868Z,2021-03-18T09:05:36.440Z,0,0.0
989,81157363,int_85,int_85,2021-03-18T08:22:59.606Z,2021-03-18T09:56:05.553Z,0,0.0
990,81156821,int_450,int_198,2021-03-18T08:18:09.758Z,2021-04-08T15:07:01.732Z,0,0.0
991,81156708,int_161,int_42,2021-03-18T08:16:48.608Z,2021-04-01T08:26:37.182Z,0,3600.0
992,81156548,int_412,int_317,2021-03-18T08:14:53.442Z,2021-04-19T09:14:12.002Z,0,0.0
993,81155792,int_402,int_108,2021-03-18T08:07:44.386Z,2021-03-23T07:53:02.464Z,28800,0.0
994,81155565,int_370,int_371,2021-03-18T08:04:10.043Z,2021-03-21T12:54:13.875Z,0,0.0
995,81155542,int_307,int_42,2021-03-18T08:03:35.552Z,2021-03-22T11:42:36.683Z,0,0.0
996,81154532,int_399,int_130,2021-03-18T07:49:35.932Z,2021-04-12T06:41:25.111Z,0,0.0
997,81154295,int_354,int_319,2021-03-18T07:44:37.809Z,2021-03-21T08:57:25.820Z,0,0.0
998,81154204,int_372,int_372,2021-03-18T07:43:09.957Z,2021-03-22T15:32:34.531Z,0,0.0
999,81154098,int_85,int_85,2021-03-18T07:40:07.528Z,2021-03-18T08:01:48.978Z,0,0.0
1000,81154014,int_111,int_100,2021-03-18T07:38:31.998Z,2021-03-31T11:33:03.517Z,14400,10800.0
1001,81153788,int_348,int_348,2021-03-18T07:32:15.417Z,2021-03-18T07:52:11.644Z,2400,2400.0
1002,81153481,int_428,int_234,2021-03-18T07:24:24.322Z,2021-03-23T12:03:46.332Z,0,0.0
1003,81153448,int_428,int_234,2021-03-18T07:23:00.656Z,,0,0.0
1004,81152061,int_162,int_238,2021-03-18T06:58:17.914Z,2021-03-18T12:04:15.564Z,3600,3600.0
1005,81150938,int_307,int_42,2021-03-18T06:26:25.434Z,2021-05-20T15:58:14.370Z,0,0.0
1006,81149363,int_348,int_348,2021-03-18T05:35:09.029Z,2021-03-18T20:02:18.817Z,12600,12600.0
1007,81135650,int_355,int_355,2021-03-17T21:13:56.933Z,2021-03-18T18:49:00.945Z,28800,28800.0
1008,81130901,int_357,int_355,2021-03-17T19:42:22.064Z,2021-03-25T09:48:23.558Z,18000,14400.0
1009,81129626,int_307,int_307,2021-03-17T19:14:43.604Z,2021-03-22T11:54:09.735Z,0,2400.0
1010,81126460,int_355,int_348,2021-03-17T17:54:10.316Z,2021-03-21T12:41:14.238Z,9000,0.0
1011,81120659,int_380,int_46,2021-03-17T16:13:55.764Z,2021-04-13T05:50:36.565Z,7200,7200.0
1012,81119845,int_198,int_198,2021-03-17T15:59:50.463Z,2021-03-24T14:39:59.888Z,0,0.0
1013,81119632,int_101,int_101,2021-03-17T15:56:30.157Z,2021-04-19T06:57:24.174Z,0,0.0
1014,81119592,int_101,int_101,2021-03-17T15:55:36.875Z,2021-04-07T19:29:01.146Z,0,0.0
1015,81119543,int_101,int_101,2021-03-17T15:54:46.669Z,2021-04-07T19:28:58.581Z,0,0.0
1016,81119492,int_101,int_101,2021-03-17T15:54:03.617Z,2021-04-07T19:28:56.376Z,0,0.0
1017,81118726,int_340,int_340,2021-03-17T15:41:23.337Z,2021-03-25T07:44:24.523Z,57600,36000.0
1018,81118652,int_338,int_338,2021-03-17T15:39:52.501Z,2021-04-01T11:40:50.478Z,5400,0.0
1019,81118256,int_85,int_42,2021-03-17T15:33:25.972Z,,0,0.0
1020,81117556,int_101,int_101,2021-03-17T15:22:57.668Z,2021-04-07T19:28:53.505Z,0,0.0
1021,81116230,int_149,int_149,2021-03-17T15:04:44.959Z,2021-03-17T15:06:27.611Z,3600,3600.0
1022,81115168,int_332,int_238,2021-03-17T14:51:08.770Z,2021-04-12T05:17:06.696Z,0,0.0
1023,81114392,int_415,int_415,2021-03-17T14:40:34.971Z,2021-04-14T09:14:12.556Z,115200,57600.0
1024,81113700,int_307,int_307,2021-03-17T14:35:32.004Z,2021-03-17T18:54:59.090Z,0,1800.0
1025,81112158,int_355,int_355,2021-03-17T14:20:04.148Z,2021-03-17T16:04:21.296Z,7200,0.0
1026,81111284,int_307,int_307,2021-03-17T14:14:10.205Z,2021-03-17T14:36:05.614Z,0,900.0
1027,81110795,int_337,int_338,2021-03-17T14:08:36.785Z,2021-03-31T13:07:32.735Z,7200,3600.0
1028,81108494,int_338,int_338,2021-03-17T13:36:30.301Z,2021-03-17T13:52:33.019Z,10800,10800.0
1029,81108352,int_355,int_349,2021-03-17T13:34:03.139Z,,0,0.0
1030,81107751,int_410,int_410,2021-03-17T13:26:12.460Z,2021-03-21T11:06:17.641Z,10800,10800.0
1031,81107392,int_307,int_307,2021-03-17T13:20:59.601Z,2021-03-18T10:16:11.578Z,0,0.0
1032,81107327,int_422,int_422,2021-03-17T13:19:33.990Z,2021-03-24T16:52:39.872Z,0,0.0
1033,81106735,int_284,int_284,2021-03-17T13:09:45.823Z,2021-03-30T11:27:15.849Z,28800,0.0
1034,81106486,int_355,int_349,2021-03-17T13:06:28.216Z,2021-03-18T08:06:28.805Z,900,0.0
1035,81106264,int_355,int_349,2021-03-17T13:02:15.012Z,,0,0.0
1036,81105857,int_369,int_177,2021-03-17T12:55:52.845Z,2021-03-17T13:54:46.325Z,0,0.0
1037,81105398,int_149,int_149,2021-03-17T12:50:12.174Z,2021-04-01T07:36:02.828Z,600,300.0
1038,81105205,int_307,int_307,2021-03-17T12:46:18.235Z,2021-03-17T13:00:12.113Z,0,0.0
1039,81104980,int_377,int_338,2021-03-17T12:42:27.256Z,2021-03-18T15:20:24.574Z,4200,3600.0
1040,81104874,int_390,int_375,2021-03-17T12:41:10.273Z,2021-03-25T07:41:52.867Z,0,0.0
1041,81104495,int_274,int_273,2021-03-17T12:36:36.708Z,2021-03-23T05:51:24.646Z,28800,0.0
1042,81103966,int_413,int_413,2021-03-17T12:28:29.585Z,2021-03-18T13:57:39.707Z,0,0.0
1043,81103914,int_428,int_34,2021-03-17T12:27:09.755Z,,0,0.0
1044,81103752,int_386,int_386,2021-03-17T12:25:20.040Z,2021-03-17T14:42:48.042Z,10800,10800.0
1045,81103549,int_370,int_371,2021-03-17T12:21:28.616Z,2021-03-21T10:56:28.600Z,0,0.0
1046,81103481,,int_375,2021-03-17T12:20:28.066Z,2021-03-21T09:20:38.256Z,0,0.0
1047,81103315,int_307,int_307,2021-03-17T12:18:17.355Z,2021-03-22T11:56:47.048Z,0,0.0
1048,81102213,int_298,int_298,2021-03-17T12:01:48.898Z,2021-03-21T15:18:13.139Z,3600,900.0
1049,81098385,,int_105,2021-03-17T11:15:56.537Z,2021-03-18T10:16:09.103Z,0,0.0
1050,81097600,int_361,int_37,2021-03-17T11:06:21.296Z,2021-03-21T11:00:43.755Z,3600,3600.0
1051,81097071,int_210,int_342,2021-03-17T10:59:47.694Z,2021-03-29T08:48:29.448Z,36000,900.0
1052,81096923,int_380,int_380,2021-03-17T10:57:43.253Z,2021-03-21T07:41:24.105Z,10800,10800.0
1053,81152438,,int_107,2021-03-17T10:52:25.512Z,2021-03-23T06:10:33.594Z,0,0.0
1054,81096620,int_381,int_107,2021-03-17T10:52:25.512Z,2021-03-18T07:04:43.369Z,0,0.0
1055,81095108,,int_285,2021-03-17T10:36:25.779Z,2021-04-04T07:04:25.500Z,0,0.0
1056,81094336,int_2,int_2,2021-03-17T10:26:34.637Z,2021-03-17T13:31:26.509Z,0,0.0
1057,81094095,int_2,int_409,2021-03-17T10:23:08.114Z,2021-03-17T13:18:46.442Z,0,0.0
1058,81094084,int_2,int_2,2021-03-17T10:22:58.956Z,2021-03-17T12:24:01.359Z,0,0.0
1059,81347322,int_203,int_167,2021-03-17T10:03:12.446Z,2021-04-22T08:25:28.386Z,0,0.0
1060,81091967,int_397,int_397,2021-03-17T10:00:19.297Z,2021-03-23T08:25:45.373Z,0,0.0
1061,81091609,int_155,int_155,2021-03-17T09:56:49.215Z,2021-03-25T07:33:57.331Z,0,0.0
1062,81091880,int_390,int_167,2021-03-17T09:53:45.990Z,2021-03-21T11:41:11.182Z,0,0.0
1063,81090636,int_298,int_298,2021-03-17T09:43:35.093Z,2021-03-17T11:35:46.696Z,3600,1800.0
1064,81089513,int_373,int_387,2021-03-17T09:26:49.340Z,2021-03-29T12:32:38.593Z,86400,57600.0
1065,81089115,int_210,int_342,2021-03-17T09:21:07.094Z,2021-03-18T14:41:33.634Z,12600,0.0
1066,81087227,int_348,int_348,2021-03-17T08:59:33.202Z,2021-03-17T09:09:16.951Z,6300,6300.0
1067,81087190,int_418,int_130,2021-03-17T08:59:02.625Z,2021-03-29T05:21:48.958Z,0,0.0
1068,81086550,int_293,int_37,2021-03-17T08:47:40.869Z,2021-03-22T13:48:12.892Z,21600,21600.0
1069,81086085,int_389,int_317,2021-03-17T08:39:00.181Z,2021-04-13T06:00:28.638Z,0,0.0
1070,81083603,int_418,int_418,2021-03-17T08:24:48.630Z,2021-03-22T09:07:35.745Z,46800,52200.0
1071,81083340,int_286,int_286,2021-03-17T08:20:01.858Z,2021-03-30T07:14:32.850Z,28800,36000.0
1072,81081581,int_425,int_425,2021-03-17T07:55:38.796Z,2021-04-05T08:58:16.748Z,172800,144000.0
1073,81080809,int_389,int_317,2021-03-17T07:46:59.798Z,2021-03-17T08:33:46.749Z,0,0.0
1074,81080073,int_382,int_382,2021-03-17T07:36:56.670Z,2021-03-18T06:30:52.462Z,0,0.0
1075,81079114,int_280,int_280,2021-03-17T07:10:38.441Z,2021-04-27T09:32:46.521Z,28800,28800.0
1076,87141646,int_203,int_40,2021-03-17T06:58:35.340Z,2021-05-18T08:08:42.103Z,0,0.0
1077,81077388,int_355,int_355,2021-03-17T06:41:04.238Z,2021-03-17T11:25:36.410Z,14400,14400.0
1078,81076802,,int_336,2021-03-17T06:26:56.187Z,,0,0.0
1079,81074565,int_271,int_273,2021-03-17T05:43:02.202Z,2021-03-21T07:42:17.775Z,7200,3600.0
1080,81074552,int_433,int_150,2021-03-17T05:42:20.273Z,,0,0.0
1081,81073816,int_2,int_409,2021-03-17T05:10:13.389Z,2021-03-17T09:12:02.739Z,0,0.0
1082,81072906,int_437,int_437,2021-03-17T04:35:28.543Z,2021-03-17T05:47:25.124Z,0,0.0
1083,81070908,int_422,int_422,2021-03-17T03:04:10.166Z,2021-03-24T08:54:14.996Z,0,0.0
1084,81031939,int_381,int_375,2021-03-16T16:07:23.590Z,2021-03-29T08:36:55.793Z,0,0.0
1085,81029080,int_338,int_338,2021-03-16T15:30:05.825Z,2021-03-17T12:34:06.224Z,9000,1800.0
1086,81028411,int_338,int_338,2021-03-16T15:21:32.164Z,2021-03-17T13:09:41.505Z,9000,1800.0
1087,81027164,int_346,int_346,2021-03-16T15:02:26.004Z,2021-03-16T18:19:16.035Z,3600,3600.0
1088,81026925,int_394,int_408,2021-03-16T14:59:26.786Z,2021-03-28T11:53:30.805Z,144000,118800.0
1089,81026753,int_344,int_344,2021-03-16T14:57:18.944Z,2021-03-24T15:03:50.264Z,144000,144000.0
1090,81025669,int_341,int_342,2021-03-16T14:42:13.141Z,2021-03-21T07:43:40.491Z,16200,14400.0
1091,81024871,,int_175,2021-03-16T14:32:49.072Z,,0,0.0
1092,81077457,int_307,int_42,2021-03-16T14:19:15.209Z,2021-03-17T07:56:29.266Z,0,0.0
1093,81023949,int_307,int_42,2021-03-16T14:19:15.209Z,2021-03-17T06:43:01.399Z,0,0.0
1094,81022217,int_393,int_393,2021-03-16T13:58:08.229Z,2021-04-28T10:40:06.782Z,144000,7200.0
1095,81021864,int_236,int_236,2021-03-16T13:53:34.121Z,2021-03-22T14:19:19.425Z,0,0.0
1096,81021643,int_85,int_85,2021-03-16T13:51:18.133Z,2021-03-16T14:27:02.940Z,0,0.0
1097,81021016,int_376,int_376,2021-03-16T13:42:28.275Z,2021-04-05T09:47:41.929Z,230400,79200.0
1098,81020459,int_381,int_375,2021-03-16T13:34:07.882Z,2021-03-17T10:00:51.874Z,0,0.0
1099,81014563,int_2,int_409,2021-03-16T12:42:06.202Z,2021-03-17T10:14:37.902Z,0,0.0
1100,81014447,int_203,int_375,2021-03-16T12:40:19.876Z,2021-04-04T07:30:57.733Z,0,0.0
1101,81014018,int_373,int_373,2021-03-16T12:34:02.047Z,2021-03-16T15:39:37.847Z,1800,1800.0
1102,81013913,,int_72,2021-03-16T12:32:18.800Z,2021-03-23T08:25:43.571Z,0,0.0
1103,81013780,int_381,int_375,2021-03-16T12:30:12.960Z,2021-03-23T10:31:13.528Z,0,0.0
1104,81013353,int_85,int_85,2021-03-16T12:24:29.272Z,2021-03-16T13:28:16.390Z,0,0.0
1105,81012377,int_385,int_79,2021-03-16T12:11:27.603Z,2021-03-17T13:52:07.967Z,7200,0.0
1106,81012314,int_440,int_440,2021-03-16T12:10:43.113Z,2021-03-16T13:06:03.293Z,0,0.0
1107,81009895,int_2,int_409,2021-03-16T11:39:45.219Z,2021-03-16T15:21:58.296Z,0,0.0
1108,81007561,int_426,int_375,2021-03-16T11:14:13.202Z,2021-05-17T07:35:32.480Z,0,0.0
1109,81007283,int_161,int_161,2021-03-16T11:11:14.544Z,2021-03-16T12:29:39.675Z,0,0.0
1110,81006414,int_406,int_194,2021-03-16T10:59:04.332Z,2021-03-16T11:56:47.800Z,0,288000.0
1111,81006390,int_419,int_194,2021-03-16T10:58:42.224Z,2021-03-16T11:56:47.099Z,0,288000.0
1112,81006373,int_404,int_194,2021-03-16T10:58:22.165Z,2021-03-16T11:56:56.903Z,0,288000.0
1113,81006349,int_407,int_194,2021-03-16T10:58:00.652Z,2021-03-16T11:58:43.476Z,0,288000.0
1114,81006323,int_405,int_194,2021-03-16T10:57:37.406Z,2021-03-30T04:17:04.088Z,0,86400.0
1115,81006203,int_210,int_342,2021-03-16T10:56:09.915Z,2021-03-18T15:19:36.058Z,14400,0.0
1116,81005880,,int_129,2021-03-16T10:52:40.351Z,,0,0.0
1117,81005732,int_236,int_236,2021-03-16T10:50:17.657Z,2021-03-16T13:16:34.478Z,0,0.0
