num,Issue Id,Description,Assignee_Id,Assignee_email,Reporter_id,Reporter_email,Creation Date,Close Date,Estimated Time,Actual Time
395,81794935,Failure to handle and parsing the response of Inward Cheque Response AIW,3016025.0,NA,3741585,int_191,2021-03-28T12:11:31.245Z,2021-04-05T06:28:43.384Z,115200,0.0
396,81794821,upgrade to latest version to fix QR parsing amount display,5050988.0,int_490,5050988,int_490,2021-03-28T12:06:37.097Z,2021-03-28T12:33:49.208Z,0,0.0
397,81794820,bug: project list done not correct,,NA,3097752,int_2,2021-03-28T12:06:31.969Z,2021-03-28T18:21:05.509Z,0,0.0
398,81794562,refacator code,3099895.0,NA,3099895,NA,2021-03-28T11:52:23.184Z,2021-03-28T15:17:35.558Z,3600,3600.0
399,81793721,refactor code for api call,3099895.0,NA,3099895,NA,2021-03-28T11:47:41.903Z,2021-03-28T14:59:57.572Z,18000,18000.0
400,81793593,Add new holiday to the calendar,3596316.0,NA,3094005,int_518,2021-03-28T11:47:02.577Z,,0,0.0
401,81792614,delete holiday by the holiday name,3596316.0,NA,3094005,int_518,2021-03-28T11:41:45.235Z,,0,0.0
402,81792571,feature Prevent add cheque date in future,3718946.0,NA,3718946,NA,2021-03-28T11:38:31.552Z,2021-03-29T13:12:07.272Z,115200,388800.0
403,81792514,Fix Qr value returned in parseQR,5050988.0,int_490,5050988,int_490,2021-03-28T11:36:18.434Z,2021-03-28T11:57:03.530Z,0,2700.0
404,81792508,Upgrade core version to v2.10.8,2958010.0,int_239,2958010,int_239,2021-03-28T11:35:46.212Z,2021-03-28T12:26:33.933Z,0,0.0
405,81792499,master deployment/Return business day - CAMT.019->error 403 occurred when trying to open the screen,3918610.0,NA,4873084,NA,2021-03-28T11:35:04.663Z,2021-04-01T06:03:48.306Z,0,0.0
406,81792455,Upgrading the core to the latest version,2957997.0,int_240,3220112,int_348,2021-03-28T11:33:02.176Z,2021-03-28T13:12:35.608Z,2700,2700.0
407,81792359,add project id when getting  group/users roles,3097752.0,int_2,6156851,NA,2021-03-28T11:29:00.610Z,2021-03-28T12:53:42.660Z,0,0.0
408,81792305,Update core version,5903443.0,NA,6116669,NA,2021-03-28T11:27:04.711Z,2021-03-28T11:50:13.846Z,1800,0.0
409,81791368,Customer Android: requesting the count of unpaid bills is blocking the customer from using the app,3487589.0,NA,5089663,int_380,2021-03-28T11:20:38.615Z,2021-03-28T15:02:24.968Z,3600,0.0
410,81790820,Add integration tests - Safety Gaz,6116691.0,NA,6116691,NA,2021-03-28T11:17:57.014Z,,0,0.0
411,81790321,national payment-unable to copy a payment with old dated settlement date value,6116686.0,NA,4873084,NA,2021-03-28T11:15:33.837Z,2021-04-13T08:00:38.821Z,0,0.0
412,81790281,Implement 1049 - Get Credit Confirmation,5361480.0,NA,5361480,NA,2021-03-28T11:13:58.212Z,2021-03-28T15:37:01.037Z,0,7200.0
413,81789610,Two save button available on QA1 page,3126895.0,NA,3181807,int_12,2021-03-28T11:02:04.044Z,,3600,3600.0
414,81788461,Integration Pages Landing Page on all modules,3126895.0,NA,3181807,int_12,2021-03-28T10:52:12.299Z,2021-04-15T10:25:24.802Z,7200,7200.0
415,81787526,Update core version,6116669.0,NA,6116669,NA,2021-03-28T10:18:16.009Z,2021-03-28T11:25:50.346Z,1800,1800.0
416,81787432,Details popup windows for configuration checkers need centering,8105748.0,NA,8401868,NA,2021-03-28T10:13:03.968Z,2021-03-31T07:51:28.684Z,14400,10800.0
417,81787385,Outward return formats OrgnlIntrBkSttlmDt and IntrBkSttlmDt with adding 'Z',2958010.0,int_239,2958010,int_239,2021-03-28T10:11:01.328Z,2021-03-28T11:03:49.942Z,0,0.0
418,81787335,Save button shows the data saving even though there were no changes,6367608.0,NA,8401868,NA,2021-03-28T10:09:08.503Z,,0,0.0
419,81787200,The notifications are sent to the same user not to another user,4122525.0,NA,7091953,NA,2021-03-28T09:57:17.490Z,2021-03-30T13:28:51.380Z,7200,7200.0
420,81786975,"PS-Security: changing Group Name under Group Details, the Checker user cannot see what changes has been done as no changes under Changes tab.",,NA,3741585,int_191,2021-03-28T09:46:22.956Z,2021-03-29T09:50:33.735Z,0,0.0
421,81786970,Follow up UAT issues and fixes (uat-on-going-task),,NA,3120776,NA,2021-03-28T09:46:12.952Z,2021-04-15T05:22:10.098Z,0,0.0
422,81786955,Trade Finance: Shipping Guarantee,3016614.0,NA,3016614,NA,2021-03-28T09:45:55.567Z,,0,0.0
423,81786930,Workstations: (Workstation IP) is not displaying in (Edit Workstation) window.,3891855.0,NA,4056794,NA,2021-03-28T09:44:22.559Z,2021-03-29T08:18:42.311Z,2400,2100.0
424,81786905,fix alias issue,5903443.0,NA,5903443,NA,2021-03-28T09:42:01.426Z,2021-03-28T10:56:41.570Z,3600,0.0
425,81786801,Back button on the browser  opens the password reset page,5223206.0,NA,8105748,NA,2021-03-28T09:34:16.747Z,,0,0.0
426,81786640,Business app : Push notification pop up does not display for some transactions in case the app language is English,3908455.0,NA,5089663,int_380,2021-03-28T09:24:04.356Z,2021-03-28T12:16:40.226Z,3600,3600.0
427,81786629,Customer app android : Push notification pop up does not display for some transactions in case the app language is English,3487589.0,NA,5089663,int_380,2021-03-28T09:23:26.687Z,2021-03-28T12:15:41.950Z,3600,3600.0
428,81786628,Add new web service to inquire the payment using the third party reference,3596316.0,NA,3596316,NA,2021-03-28T09:23:21.577Z,2021-04-07T13:36:19.297Z,0,0.0
429,81786610,The cheque status is not shown in the notifications window,4122525.0,NA,7091953,NA,2021-03-28T09:22:20.209Z,2021-03-30T13:31:20.350Z,1800,1800.0
430,81786609,update to latest core  2.10.7,4545525.0,int_464,4545525,int_464,2021-03-28T09:22:02.418Z,2021-03-28T10:29:45.747Z,0,0.0
431,81786599,[1.26] Apply hotfix for Production on 2 issues,2991476.0,int_441,3099438,int_224,2021-03-28T09:20:10.935Z,2021-03-28T13:05:25.069Z,0,0.0
432,81786550,Urgencies - Currency min and max value fields can be typed in,6367608.0,NA,8105748,NA,2021-03-28T09:17:19.755Z,2021-03-31T13:12:18.618Z,10800,0.0
433,81786478,"Merchant Refund - When transaction refund is rejected for a spesific transaction, it affects the original transction by setting the ""isReverse"" flag as ""true"" and fill the ""ReversedBy"" feild with the rejected refund transaction reference",3088726.0,NA,2997976,int_442,2021-03-28T09:11:40.730Z,2021-04-04T08:47:25.489Z,0,0.0
434,81786107,There is no feedback after successfully approving/rejecting cheques in all Inward/outward pages,,NA,8198022,NA,2021-03-28T08:40:49.026Z,,0,0.0
435,81786017,check latest changes,4545525.0,int_464,4545525,int_464,2021-03-28T08:34:55.782Z,2021-04-01T08:23:25.531Z,0,0.0
436,81785971,When drawer name isnt filled cheques get stuck,3126895.0,NA,6367608,NA,2021-03-28T08:31:56.255Z,2021-03-29T06:41:54.591Z,3600,1200.0
437,81785799,"Merchant Refund - displays ""Insufficient Funds"" while it should be passed successfully",3088726.0,NA,2997976,int_442,2021-03-28T08:28:14.086Z,2021-03-31T09:47:35.894Z,0,0.0
438,81785616,move simulator to onus project,3126812.0,NA,3126812,NA,2021-03-28T08:25:46.068Z,2021-03-28T09:09:24.667Z,4800,4800.0
439,81785268,Create synchronous outward return payment handler.,3344832.0,NA,3344832,NA,2021-03-28T08:12:07.952Z,2021-03-29T12:51:43.571Z,0,28800.0
440,81784997,parameterize data purge and refactor,3612146.0,int_417,3612146,int_417,2021-03-28T08:00:23.322Z,2021-03-29T11:45:50.751Z,21600,43200.0
441,81784968,Prevent add cheque date in future,,NA,3741585,int_191,2021-03-28T07:57:25.215Z,,0,0.0
442,81784875,Cash out from merchant app - produces internal system error,3088726.0,NA,2997976,int_442,2021-03-28T07:53:21.698Z,2021-03-30T11:09:30.303Z,10800,10800.0
443,81814676,Copy/templates appear user while he didnt have required role for this actions,3918610.0,NA,3993694,int_155,2021-03-28T07:44:05.898Z,2021-04-01T05:25:31.120Z,0,0.0
444,81784723,The system not allows the LDAP users to login on,3127285.0,NA,3472215,NA,2021-03-28T07:43:22.446Z,2021-04-04T08:23:20.025Z,28800,0.0
445,81784594,Re-design project modules,3192625.0,NA,3192625,NA,2021-03-28T07:36:13.425Z,2021-03-30T07:57:27.883Z,0,0.0
446,81784577,reflect latest unified,3126812.0,NA,3126812,NA,2021-03-28T07:32:29.787Z,2021-03-28T09:09:24.879Z,1800,1800.0
447,81784476,Update whereclause on cheque withdraw request,3596316.0,NA,3094005,int_518,2021-03-28T07:24:08.925Z,2021-03-29T07:40:28.796Z,7200,0.0
448,81784450,Fix 1007 and 1009 Response Objects,5361480.0,NA,5361480,NA,2021-03-28T07:21:24.956Z,2021-03-28T10:19:16.835Z,0,14400.0
449,81784325,Reflect new OCX version,3126812.0,NA,3126812,NA,2021-03-28T07:12:32.250Z,2021-03-28T07:35:25.674Z,1800,1800.0
450,81783882,"Merchant device activation - When trying to define a new merchant over a device that already has a merchant defined, it gives ""Device is not found"" instead of ""Device is in use""",3088726.0,NA,2997976,int_442,2021-03-28T06:42:47.423Z,,0,0.0
451,81783853,init project from customer,5185059.0,NA,5185059,NA,2021-03-28T06:39:45.770Z,2021-03-29T13:16:30.513Z,14400,25200.0
452,81783763,Have Merchant and Agent to be working on the same device,5185059.0,NA,3057797,int_194,2021-03-28T06:32:55.366Z,2021-03-28T06:49:41.744Z,1200,1200.0
453,81783598,Add a Job to delete the invalid sessions.,,NA,3891855,NA,2021-03-28T06:16:59.520Z,2021-03-29T07:06:10.267Z,1800,0.0
454,81783406,Design the project,3390466.0,NA,5730554,NA,2021-03-28T06:05:55.883Z,2021-03-30T09:52:25.178Z,86400,0.0
455,81783012,Corporate Service Creation - email should be required,3088726.0,NA,2997976,int_442,2021-03-28T05:14:48.703Z,2021-03-31T12:11:23.175Z,7200,7200.0
456,81782976,"Returning the number of the remaining amount in the already existing column ""NUMBEROFREMAININGPAYMENTS"" instead of a adding a new column",2957997.0,int_240,3220112,int_348,2021-03-28T05:11:14.216Z,2021-03-28T07:26:24.523Z,3600,3600.0
457,81774016,POC for Parent-Subsidiary corporates,3016896.0,NA,4540933,NA,2021-03-27T17:29:38.624Z,2021-04-08T08:05:15.662Z,32400,0.0
458,81765135,fix the persistence file issue,,NA,6116805,NA,2021-03-27T10:34:07.316Z,2021-03-27T10:42:46.425Z,0,0.0
459,81759331,Fix build issue,5361480.0,NA,5361480,NA,2021-03-27T06:42:22.450Z,2021-03-27T07:38:22.690Z,0,5400.0
460,81743176,Trade finance LGs,3016614.0,NA,3016614,NA,2021-03-26T18:24:10.104Z,,0,0.0
461,81740656,handle cas exception,,NA,6116805,NA,2021-03-26T17:31:59.367Z,2021-03-26T18:26:02.097Z,0,0.0
462,81736180,upgrade to latest version,5050988.0,int_490,5050988,int_490,2021-03-26T16:36:24.543Z,2021-03-26T16:42:15.760Z,0,0.0
463,81726548,Fix send payment handler to produce undamaged pacs008,3344832.0,NA,3344832,NA,2021-03-26T14:51:03.006Z,2021-03-26T18:56:26.543Z,0,14400.0
464,81710359,handle delete for non-existing CAS customer,5050988.0,int_490,5050988,int_490,2021-03-26T12:15:45.913Z,2021-03-26T14:51:23.639Z,0,9000.0
465,81706268,Enable channel endpoints xsd validations,5050988.0,int_490,5050988,int_490,2021-03-26T11:10:08.442Z,2021-03-31T07:36:52.368Z,0,0.0
466,81699239,Fix null r2p reference field in pacs.002 handler,5050988.0,int_490,5050988,int_490,2021-03-26T09:29:30.349Z,2021-03-26T09:44:37.434Z,0,1500.0
467,81684790,Fix request and response objects as per document.,5361480.0,NA,5361480,NA,2021-03-26T06:46:26.433Z,2021-03-26T13:51:02.838Z,0,18000.0
468,81663801,After submitting the changes the user can still copy/remove,,NA,6367608,NA,2021-03-25T18:58:24.025Z,,0,0.0
469,81662379,"Add 'isDefaultItem' to (UserInformation, GroupInformation, PolicyInformation, RoleInformation, WorkingHourInformation) Beans to prevent default items deletion.",3891855.0,NA,3891855,NA,2021-03-25T18:14:50.630Z,2021-03-25T18:25:59.839Z,2700,2700.0
470,81660724,Change request  keys to lowercase in register account,5361480.0,NA,5361480,NA,2021-03-25T17:33:30.070Z,2021-03-25T18:29:07.673Z,0,2700.0
471,81653710,"The ""Action name"" is displaying over the ""username"" in the workflow history",,NA,8506287,NA,2021-03-25T15:31:43.196Z,2021-04-04T13:37:37.190Z,0,0.0
472,81653703,Security management SRS,,NA,4540933,NA,2021-03-25T15:31:40.218Z,,0,0.0
473,81652285,Missing labels,,NA,8506287,NA,2021-03-25T15:10:11.373Z,2021-03-30T09:25:45.394Z,0,0.0
474,81649369,Master Query Export as PDF/Excel give errors,3126895.0,NA,6367608,NA,2021-03-25T14:29:38.442Z,2021-03-29T07:16:51.539Z,5400,3600.0
475,81649009,batch/cheque level - Print slip outward Error : JRException in generateJasperPrint,3126895.0,NA,6367608,NA,2021-03-25T14:24:16.534Z,2021-03-29T06:43:46.772Z,5400,3600.0
476,81783014,Update roles structure,3016896.0,NA,3016896,NA,2021-03-25T14:24:12.171Z,2021-04-07T11:58:31.038Z,57600,0.0
477,81649003,Update roles matrix structure,3016896.0,NA,3016896,NA,2021-03-25T14:24:12.171Z,2021-03-28T05:15:17.681Z,0,0.0
478,81647568,Remove Hardcoded text in Announcement Details screen,3908455.0,NA,3908455,NA,2021-03-25T14:07:20.615Z,,600,0.0
479,81647491,Add integration tests - QGAS,6116691.0,NA,6116691,NA,2021-03-25T14:06:37.776Z,2021-03-28T12:24:32.880Z,0,0.0
480,81646619,iOS KFH Wrapper Config and setup manual scan,4082628.0,NA,4082628,NA,2021-03-25T14:00:42.012Z,2021-04-05T09:07:22.177Z,86400,86400.0
481,81646298,insert note 301 if its not exist,4351853.0,int_219,4351853,int_219,2021-03-25T13:58:35.913Z,2021-03-25T14:03:54.752Z,600,600.0
482,81645272,Payhub is not processing MT message with beneficiary BIC code of 11 digits in case the last three digits are not branch code,3041349.0,int_294,3637624,int_144,2021-03-25T13:46:36.250Z,2021-04-01T05:50:28.765Z,0,0.0
483,81644683,April sprint prep,2985217.0,int_471,2985217,int_471,2021-03-25T13:42:59.002Z,2021-03-31T13:44:47.324Z,28800,28800.0
484,81644423,clear button returns notification settings fields to default in UI,5223206.0,NA,8105748,NA,2021-03-25T13:39:17.341Z,2021-04-18T08:35:04.363Z,8400,7200.0
485,81642190,Buttons do not take action on the first click in ACL Maker,,NA,6367608,NA,2021-03-25T13:09:57.944Z,,0,0.0
486,81641791,Create a POC on Jaspersoft studio and Jaspersoft report io,5205722.0,NA,5205722,NA,2021-03-25T13:06:39.738Z,2021-03-29T11:57:19.462Z,25200,23400.0
487,81641323,update pay-hub-realm file,3993694.0,int_155,3993694,int_155,2021-03-25T13:01:50.317Z,2021-03-25T13:24:47.268Z,0,0.0
488,81640771,"As a Mobile wallet, I need to create an offline transaction without check on the sanction list",5210853.0,NA,5205722,NA,2021-03-25T12:56:51.500Z,2021-04-04T19:37:58.248Z,57600,61200.0
489,81639809,PE07EDCMD - update WSDL file,3596321.0,int_468,3596325,int_39,2021-03-25T12:48:25.169Z,2021-03-31T12:35:34.561Z,14400,11400.0
490,81639246,The switch amount field value has to show the original amount value without sender charge value incase we disable the clearing charge,5163289.0,NA,2982345,int_510,2021-03-25T12:42:16.387Z,2021-03-28T06:37:43.472Z,0,0.0
491,81638364,Integration Issue on latest release,3016025.0,NA,3741585,int_191,2021-03-25T12:33:37.570Z,2021-03-31T13:29:10.839Z,57600,43200.0
492,81632310,MT national with manual source->the rejected status is not updated in swift module while the payment is rejected in the national payment module,3041349.0,int_294,4873084,NA,2021-03-25T11:49:28.351Z,,0,0.0
493,81632235,"Token String is missing "","" between  the Batch String and  Transaction String",3220115.0,int_298,3220112,int_348,2021-03-25T11:48:09.311Z,2021-03-29T08:29:51.205Z,0,57600.0
494,81630592,pssupport grafana/postgres dashboards,2762343.0,int_244,2762343,int_244,2021-03-25T11:31:24.116Z,2021-03-25T12:20:29.346Z,3600,7200.0
495,81626622,backend pipeline is taking a long time 15 min for test payhub core and 10 min for build,3028392.0,NA,2862200,int_28,2021-03-25T10:52:47.584Z,,0,0.0
496,81626274,Payment Inquiry Endpoint,4082583.0,int_237,4082583,int_237,2021-03-25T10:49:26.593Z,,0,0.0
497,81624476,Payment Validation: inward pacs004 debtor and creditor info are switched,2958010.0,int_239,2958010,int_239,2021-03-25T10:33:20.867Z,2021-03-25T11:34:24.932Z,0,0.0
498,81623103,General user interface enhancements -  April,6367608.0,NA,8401868,NA,2021-03-25T10:20:21.108Z,,21600,0.0
499,81622449,"In  readonly mode batch view, all checks images & attachments are loaded initially, these should be loaded on demand when selecting certain check",3051690.0,NA,3051690,NA,2021-03-25T10:15:15.107Z,2021-03-28T09:27:54.831Z,0,0.0
500,81621879,Disable all initialization steps on regular startup of the cheques service,3051690.0,NA,3016347,int_284,2021-03-25T10:10:39.706Z,2021-03-31T07:15:01.291Z,0,0.0
501,81621293,feat: #131 Implement audits API for Checks.,3918501.0,NA,7832270,NA,2021-03-25T10:05:38.050Z,2021-03-31T15:34:37.986Z,7200,1800.0
502,81621234,QR Percentage tip value,5050988.0,int_490,4828428,int_44,2021-03-25T10:05:04.074Z,2021-03-25T11:42:24.087Z,0,1500.0
503,81627128,Bank-Gateway: incase of duplicate file sent twice to bank-gateway the file stayed in processing while lead not process a new files,6346918.0,NA,3084296,int_42,2021-03-25T10:03:57.946Z,,0,0.0
504,81621030,PS-Help-Desk Go live,4308710.0,int_243,4308710,int_243,2021-03-25T10:03:10.972Z,2021-03-30T07:03:22.399Z,21600,3600.0
505,81620842,pacs 003 verification,6260444.0,NA,6260444,NA,2021-03-25T10:00:51.654Z,2021-03-30T13:53:23.744Z,28800,28800.0
506,81645065,ListCRT for HBTF ( new list) - add QR tip and original amount,5050988.0,int_490,4828428,int_44,2021-03-25T09:56:47.779Z,2021-03-25T14:16:21.003Z,0,2400.0
507,81620510,ListCRT for HBTF ( new list) - add QR tip and original amount,5050988.0,int_490,4828428,int_44,2021-03-25T09:56:47.779Z,2021-03-25T13:46:38.015Z,0,0.0
508,81620366,Verify:  pages' cheque dates when uploaded cheques' dates are after posting dates,6367608.0,NA,8401868,NA,2021-03-25T09:55:06.068Z,2021-03-29T07:23:49.229Z,3600,0.0
509,81620226,[JOHBTF-245][UAT] Bulk Rejection does not work,4123273.0,int_48,5113904,int_215,2021-03-25T09:53:27.658Z,2021-03-30T07:13:58.495Z,3600,0.0
510,81620134,[JOHBTF-245][UAT] no cheque image in cheque logs- master query,4123273.0,int_48,5113904,int_215,2021-03-25T09:51:00.719Z,2021-03-30T14:02:31.779Z,7200,0.0
511,81619975,[JOHBTF-245][UAT] Add alert message on failed items,3126895.0,NA,5113904,int_215,2021-03-25T09:49:13.200Z,2021-03-29T08:05:53.245Z,10800,3600.0
512,81619967,QR -Issue with Debit API,5050988.0,int_490,4828428,int_44,2021-03-25T09:49:07.268Z,2021-03-25T12:53:43.117Z,0,3600.0
513,81619704,[JOHBTF-245][UAT] multi select failed item,3126895.0,NA,5113904,int_215,2021-03-25T09:47:41.264Z,2021-03-29T06:42:05.484Z,4500,900.0
514,81619419,[JOHBTF-245][UAT] Other Reasons,3126895.0,NA,5113904,int_215,2021-03-25T09:44:54.719Z,2021-03-30T11:57:57.701Z,14400,3600.0
515,81619094,[JOJBTF-245][UAT] Reports names,3099424.0,int_421,5113904,int_215,2021-03-25T09:41:38.551Z,,900,0.0
516,81618322,Development Cycle,3126895.0,NA,4122525,NA,2021-03-25T09:33:26.974Z,2021-03-28T06:41:44.139Z,21600,0.0
517,81616505,Remove Expiry Date on transactions when approve Auto-Registered customers,2991476.0,int_441,2991476,int_441,2021-03-25T09:13:45.575Z,2021-03-28T06:08:34.327Z,3600,0.0
518,81616364,Customer app IOS: Pending bills screen: the bill due date is not displayed,2856038.0,int_474,2856038,int_474,2021-03-25T09:12:10.392Z,2021-03-28T12:13:02.144Z,3600,900.0
519,81616148,Amount fields in connectIPS payment messages must have 2 decimal places instead of 4,3220115.0,int_298,3220115,int_298,2021-03-25T09:09:43.158Z,2021-03-25T09:34:09.973Z,0,7200.0
520,81616101,resolve: #130 for graphql differentiate between null values and unmodified fields .,6117624.0,NA,7832270,NA,2021-03-25T09:08:51.554Z,2021-03-29T14:34:34.606Z,21600,0.0
521,81615573,Users: User's (Effected Date) & (Expiry Date) are being set to the day previous to the selected date.,5205719.0,NA,4056794,NA,2021-03-25T09:01:23.603Z,2021-03-30T13:38:54.428Z,9000,7200.0
522,81614019,Follow up UAT issues and fixes (uat-on-going-task),3120776.0,NA,3120776,NA,2021-03-25T08:46:27.788Z,,144000,10800.0
523,81613063,payhub-core init-security is throwing exception,3918610.0,NA,2862200,int_28,2021-03-25T08:36:46.300Z,2021-03-25T09:39:53.194Z,0,0.0
524,81612933,feat: #129 Implement k6 load testing for checks (insert & update),3062831.0,int_302,7832270,NA,2021-03-25T08:33:26.677Z,2021-03-31T11:27:22.968Z,72000,0.0
525,81612619,"New Jasper report ""Total presented cheques""  to OnUs and BCTS",3369011.0,NA,3074484,int_127,2021-03-25T08:27:34.678Z,,57600,0.0
526,81612523,Add all argument constructor annotation to InitiateR2PRequest class,5361480.0,NA,5361480,NA,2021-03-25T08:26:12.541Z,2021-03-25T08:54:46.142Z,0,600.0
527,81612496,ACSP does not reflect status on DD Outward batch,2957997.0,int_240,3220112,int_348,2021-03-25T08:25:57.207Z,2021-03-25T09:33:16.815Z,9000,9000.0
528,81611619,system setting page,5779319.0,NA,2846116,int_248,2021-03-25T08:11:10.523Z,2021-03-30T04:41:30.179Z,0,0.0
529,81611413,Inject the JVs Details plugin into Zain Core spring Plugins,5163289.0,NA,2982345,int_510,2021-03-25T08:07:55.536Z,2021-03-31T13:36:27.209Z,57600,57600.0
530,81611187,Add search bar to security menus.,5205719.0,NA,4056794,NA,2021-03-25T08:03:18.834Z,2021-03-28T09:39:26.193Z,10800,7200.0
531,81610960,Add new initial data for sync ONUS service,3369011.0,NA,3369011,NA,2021-03-25T07:58:32.912Z,2021-03-28T07:39:12.062Z,600,600.0
532,81610813,"Bank with ID 49 has a ""TEST"" branch that needs to be deleted",4902499.0,NA,8401868,NA,2021-03-25T07:56:21.090Z,,7200,5400.0
533,81610712,Customer app IOS : postpaid biller > Bill details screen title should be translated to Arabic if the app language is Arabic,2856038.0,int_474,2856038,int_474,2021-03-25T07:54:27.145Z,2021-03-28T09:11:11.406Z,1200,1200.0
534,81610636,"In scanning checks, auto save the cheque when the user exists to another one",3051690.0,NA,3051690,NA,2021-03-25T07:52:43.875Z,2021-03-25T10:12:29.285Z,0,0.0
535,81610568,Tuning ICL Package as it is generating the ICL for old history sessions,2807241.0,int_247,2807241,int_247,2021-03-25T07:51:11.930Z,,0,0.0
536,81610527,Add more logs for uwallet transaction with transactions status messages,3089579.0,NA,2982345,int_510,2021-03-25T07:49:44.661Z,2021-03-25T12:58:36.176Z,0,0.0
537,81610418,Bill Notification - Customer App IOS - Error when try to pay Jawwal bill from pending bill screen,2856038.0,int_474,2856038,int_474,2021-03-25T07:46:51.978Z,2021-03-28T09:09:50.555Z,3600,3600.0
538,81610265,add multi factor login  support,3099895.0,NA,3099895,NA,2021-03-25T07:43:10.797Z,2021-03-25T13:18:22.483Z,28800,28800.0
539,81609786,"Customer app IOS: Pay Jawwal bill from pending bills screen , at the bill details screen the due bill (YES/NO) is displayed incorrect",3844403.0,int_383,2856038,int_474,2021-03-25T07:32:54.204Z,2021-04-08T06:49:57.227Z,3600,2400.0
540,81609449,Customer app android : Pending Bills Push Notification is not working,3487589.0,NA,2856038,int_474,2021-03-25T07:24:53.268Z,2021-03-29T13:26:01.471Z,7200,2400.0
541,81609218,"Customer app Android: Pay Jawwal bill from pending bills screen (for mobile number other that wallet number), bill details screen displays incorrect mobile number",2856038.0,int_474,2856038,int_474,2021-03-25T07:18:49.907Z,2021-03-29T08:31:04.322Z,0,1800.0
542,81608839,[JOCB-58][Go-Live] remove the option release all from early item,3099424.0,int_421,5113904,int_215,2021-03-25T07:09:49.622Z,2021-03-31T07:44:58.271Z,1200,0.0
543,81608788,[JOCB-58][Go-Live] remove delete from QA,3099424.0,int_421,5113904,int_215,2021-03-25T07:08:47.192Z,2021-03-31T07:45:07.244Z,1800,0.0
544,81608722,[JOCB-58] reverse posting2,3099424.0,int_421,5113904,int_215,2021-03-25T07:07:20.165Z,,1800,0.0
545,81608224,"Pull Response for suspect duplicate messages from system, and play them back",2846529.0,NA,2846529,NA,2021-03-25T06:51:55.760Z,2021-03-31T13:34:36.163Z,0,0.0
546,81604174,update sec version to v1.6.0 of unified that contains redis changes,3472215.0,NA,3472217,int_301,2021-03-25T04:11:21.053Z,2021-03-25T07:39:16.178Z,7200,0.0
547,81592897,"Send Tenant ID to all controllers while (Creating/Updating/Deleting) all configuration (Policies, Roles, Groups, Users, Working Hours, Workstations) Back-End",3891855.0,NA,3891855,NA,2021-03-24T21:05:47.190Z,2021-03-25T09:26:51.863Z,14400,14400.0
548,81590705,(Inwrad/Outward): The UV image is not display on cheque images,3127285.0,NA,3127285,NA,2021-03-24T20:00:53.757Z,2021-04-01T07:09:27.595Z,0,0.0
549,81589415,"(Outward/ Negative Acknowledgement): 'General Error' appears on ""Retry"" function.",3127285.0,NA,3127285,NA,2021-03-24T19:23:35.776Z,,0,0.0
550,81589350,"(Outward/  Negative Acknowledgement): 'General Error' appears on ""Repair"" function.",3127285.0,NA,3127285,NA,2021-03-24T19:21:49.354Z,,3600,0.0
551,81587545,Add integration tests - RAMALLAH,6116691.0,NA,6116691,NA,2021-03-24T18:34:57.530Z,2021-03-25T14:27:45.138Z,0,0.0
552,81586548,Support/Contact/Chat/Feedback,3844403.0,int_383,3844403,int_383,2021-03-24T18:17:23.483Z,2021-03-30T06:04:50.991Z,28800,21600.0
553,81586107,modify the RecordId serialize name,6116805.0,NA,6116805,NA,2021-03-24T18:13:12.087Z,2021-03-25T12:48:56.589Z,0,10800.0
554,81585498,"Send Tenant ID to all controllers while (Creating/Updating/Deleting) all configuration (Policies, Roles, Groups, Users, Working Hours, Workstations) Back-End.",3891855.0,NA,3891855,NA,2021-03-24T18:03:09.651Z,2021-03-25T09:31:35.814Z,18000,18000.0
555,81584119,Session not closing on time.,,NA,3181835,int_267,2021-03-24T17:27:39.978Z,2021-04-07T11:25:27.378Z,0,0.0
556,81583710,Support Suspect Duplicate.,,NA,3181835,int_267,2021-03-24T17:18:31.074Z,2021-03-25T07:27:15.752Z,0,0.0
557,81588709,PS-Security - Integration with FortiGate,,NA,3993694,int_155,2021-03-24T16:16:45.846Z,2021-03-25T11:17:18.036Z,0,0.0
558,81574377,Security code scan for .Net projects integration with defectdojo,2984940.0,NA,2984940,NA,2021-03-24T15:05:36.104Z,,86400,7200.0
559,81574054,Correct tablespaces for objects,3605775.0,NA,3605775,NA,2021-03-24T15:01:08.269Z,2021-03-28T11:39:18.344Z,7200,7200.0
560,81571787,Payment Notifications Handler for Offline Push Billers,3192621.0,NA,6404834,NA,2021-03-24T14:32:37.205Z,2021-03-30T08:01:47.256Z,144000,43200.0
561,81568988,POC on updating scanner request to handle multi-tray scanner,3596316.0,NA,3094005,int_518,2021-03-24T14:10:45.458Z,2021-04-13T08:48:38.838Z,0,0.0
562,81565830,SIB :: Integration with IDAM :: Passing the loginName Parameter in Update User Service,3127285.0,NA,3472215,NA,2021-03-24T13:49:10.144Z,2021-03-28T08:56:20.614Z,7200,3600.0
563,81565821,feat: #128 Add doc file format to widdershins pipeline stage,5614813.0,int_41,5614813,int_41,2021-03-24T13:48:58.911Z,2021-03-29T07:14:00.836Z,14400,14400.0
564,81973762,SWIFT - Change the queue name to approval,,NA,3084296,int_42,2021-03-24T13:43:39.286Z,2021-04-06T13:01:04.626Z,0,0.0
