num,Issue Id,Description,Assignee_Id,Assignee_email,Reporter_id,Reporter_email,Creation Date,Close Date,Estimated Time,Actual Time
1805,80534312,add transaction type lookup and remove category purposes lookup,,NA,2862200,int_28,2021-03-07T10:52:26.386Z,2021-03-14T09:26:58.637Z,0,0.0
1806,80407715,ECC Integration Files Specifications-Roles privileges assignment logs,,NA,3596333,int_36,2021-03-07T10:51:29.542Z,,0,0.0
1807,80407710,Remove CustomerInfo from Inward Replied,,NA,3099424,int_421,2021-03-07T10:51:11.936Z,2021-03-09T09:57:42.940Z,1800,0.0
1808,80407665,ECC Integration Files Specifications-Successful Login and Failed Login logs,3087517.0,int_356,3596333,int_36,2021-03-07T10:49:11.445Z,,0,0.0
1809,80407609,Dynamic Categories Schema Update,4082583.0,int_237,4082583,int_237,2021-03-07T10:46:17.632Z,2021-03-15T07:36:41.314Z,3600,3600.0
1810,80407601,Unpaid bills appbar loading,4011806.0,int_382,2856038,int_474,2021-03-07T10:45:57.835Z,2021-03-08T09:52:23.219Z,3600,0.0
1811,80407594,ECC Integration Files Specifications-Groups ACL assignment logs,3087517.0,int_356,3596333,int_36,2021-03-07T10:45:46.799Z,,0,0.0
1812,80533734,transaction code type drop/down list-> the hidden transaction codes are being selected if we navigate between the options using the keyboard arrows,,NA,4873084,NA,2021-03-07T10:44:19.607Z,2021-03-09T12:38:43.278Z,0,0.0
1813,80407398,save bills : te title of this dialog must be in bold,2856038.0,int_474,2856038,int_474,2021-03-07T10:37:39.209Z,2021-03-08T09:39:50.279Z,900,420.0
1814,80407352,JKB SPLUNK log user delete,3612146.0,int_417,3612146,int_417,2021-03-07T10:35:22.026Z,2021-03-28T07:57:02.190Z,3600,5400.0
1815,80407329,JKB SPLUNK log user undo,3612146.0,int_417,3612146,int_417,2021-03-07T10:34:15.857Z,2021-03-28T07:56:59.752Z,3600,3600.0
1816,80721261,OMAN-inward return->no actions to submit the payment with posting or without posting are available after submitting the beneficiary account,6116686.0,NA,4873084,NA,2021-03-07T10:33:19.505Z,2021-03-18T11:19:15.871Z,0,0.0
1817,80407295,JKB SPLUNK log reject user (temp),3612146.0,int_417,3612146,int_417,2021-03-07T10:32:59.993Z,2021-03-28T07:57:04.659Z,3600,7200.0
1818,80407291,Manual payments - Status update,,NA,3220112,int_348,2021-03-07T10:32:28.137Z,,0,0.0
1819,80407278,"save bill pop up , after entering the name and pressing on a button or on the calendar , the keyboard must disappear , there is no need to press done to continue",2856038.0,int_474,2856038,int_474,2021-03-07T10:31:37.397Z,2021-03-08T06:04:06.045Z,1800,600.0
1820,80407277,JKB SPLUNK log user approve,3612146.0,int_417,3612146,int_417,2021-03-07T10:31:30.424Z,2021-03-28T07:56:57.454Z,3600,3600.0
1821,80533707,create new is not appearing on manual reasons screen,,NA,2862200,int_28,2021-03-07T10:31:01.105Z,2021-03-09T12:38:43.382Z,0,0.0
1822,80407270,rebuild client,3596321.0,int_468,3596321,int_468,2021-03-07T10:30:40.777Z,2021-03-07T11:22:06.472Z,3600,3600.0
1823,80407255,JKB SPLUNK log modify user (temp),3612146.0,int_417,3612146,int_417,2021-03-07T10:29:04.015Z,2021-03-28T07:57:08.290Z,7200,14400.0
1824,80407220,JKB SPLUNK log create user,3612146.0,int_417,3612146,int_417,2021-03-07T10:27:34.787Z,2021-03-28T07:57:06.445Z,7200,10800.0
1825,80407197,JKB SPLUNK logout log,3612146.0,int_417,3612146,int_417,2021-03-07T10:25:43.244Z,2021-03-28T07:57:17.077Z,10800,10800.0
1826,80407183,JKB SPLUNK session end,3612146.0,int_417,3612146,int_417,2021-03-07T10:24:04.684Z,2021-03-28T07:57:14.503Z,3600,5400.0
1827,80407179,create integration test for transaction details standard api,6116619.0,NA,6116619,NA,2021-03-07T10:22:53.274Z,2021-03-08T17:03:27.368Z,3600,3600.0
1828,80407169,JKB SPLUNK integration login,3612146.0,int_417,3612146,int_417,2021-03-07T10:21:21.851Z,2021-03-28T07:57:12.469Z,7200,10800.0
1829,80407149,JKB SPLUNK normal Login log: successful/failed,3612146.0,int_417,3612146,int_417,2021-03-07T10:19:46.444Z,2021-03-28T07:57:10.451Z,18000,21600.0
1830,80407146,Enhancing Payments Performance at Onus and ACH Crediting,3712837.0,NA,3427855,NA,2021-03-07T10:19:27.305Z,2021-03-08T14:53:05.288Z,0,0.0
1831,80407145,API integration - Payment posting to payhub,5205873.0,NA,3220112,int_348,2021-03-07T10:19:26.594Z,2021-03-25T14:53:57.321Z,0,28800.0
1832,80407031,As a user I want to see correct total amount after calculating exchange rates as well in accordance to the base currency,4263304.0,NA,4432374,NA,2021-03-07T10:14:27.777Z,,57600,0.0
1833,80406898,JKB SPLUSNK create tables scripts,3612146.0,int_417,3612146,int_417,2021-03-07T10:12:09.620Z,2021-03-22T05:37:32.406Z,3600,0.0
1834,80406764,Create a New Service Type to Support Billers with Dynamic Categories,4082583.0,int_237,6404834,NA,2021-03-07T10:08:30.299Z,2021-03-28T12:06:11.637Z,259200,187200.0
1835,80406707,When you reject a cheque from clearing approval the cheques enters the normal debit service while it should enter NID service,4122525.0,NA,6367608,NA,2021-03-07T10:04:04.717Z,2021-03-15T07:12:57.938Z,5400,1800.0
1836,80406636,"save bill pop up , after entering the name and pressing on a button or on the calendar , the keyboard must disappear , there is no need to press done to continue",4011806.0,int_382,2856038,int_474,2021-03-07T10:00:25.990Z,2021-03-08T09:53:56.087Z,1200,0.0
1837,80406547,Reflect unified services with oracle wallet support,3099424.0,int_421,3099424,int_421,2021-03-07T09:56:16.229Z,2021-03-09T09:57:44.156Z,1200,1200.0
1838,80406483,Reflect unified services with oracle wallet support,3099424.0,int_421,3099424,int_421,2021-03-07T09:52:19.239Z,,0,0.0
1839,80406275,"when we login and there are still no unpaid bills , no numbers must appears on the notifications icon",4011806.0,int_382,2856038,int_474,2021-03-07T09:42:34.284Z,2021-03-14T09:17:33.786Z,3600,1800.0
1840,80406235,verify approve accept reason when setting a reject reason,4902499.0,NA,4902499,NA,2021-03-07T09:41:05.500Z,2021-03-07T15:20:09.040Z,3600,0.0
1841,80721214,OMAN-national payment->empty decision log dialog appeared after click on REQUEST_RETURN_MODIFICATION_APPROVAL user action,6116686.0,NA,4873084,NA,2021-03-07T09:39:18.897Z,2021-03-17T08:45:26.323Z,0,0.0
1842,80406071,refactor: #8 refactor the documentation foundation layout as per SRS standard,7832270.0,NA,7832270,NA,2021-03-07T09:33:59.230Z,2021-03-31T11:35:42.634Z,72000,57600.0
1843,80405744,Create project pipeline,3612141.0,int_416,3612144,int_414,2021-03-07T09:28:19.816Z,2021-03-08T13:39:34.348Z,28800,14400.0
1844,80405735,"Bug: Issue in payments module, all items in payments appear as blank",4263304.0,NA,4432374,NA,2021-03-07T09:28:00.417Z,2021-03-21T07:05:27.962Z,0,0.0
1845,80405308,feat: #115 implement widdershins to document API contract in md file format,5614813.0,int_41,5614813,int_41,2021-03-07T09:12:10.164Z,2021-03-08T08:56:55.678Z,21600,14400.0
1846,80404944,Hide following fields for OAB,,NA,5679865,NA,2021-03-07T08:50:52.546Z,,0,0.0
1847,80721219,Payhub API Integration (customer credit/ MT103 ),3918610.0,NA,2762791,int_29,2021-03-07T08:49:15.183Z,2021-03-15T08:33:09.707Z,0,0.0
1848,80404719,"In “Add New Address” form, make following changes for OAB",,NA,5679865,NA,2021-03-07T08:38:43.501Z,,0,0.0
1849,80404693,OAB: Change nationality to Country,,NA,5679865,NA,2021-03-07T08:36:36.284Z,,0,0.0
1850,80404684,"Add ""Beneficiary Nickname"" for OAB",,NA,5679865,NA,2021-03-07T08:35:18.843Z,,0,0.0
1851,80404659,Hide certain fields in beneficiary form for OAB,,NA,5679865,NA,2021-03-07T08:33:09.393Z,,0,0.0
1852,80404644,User is showing in DB but not in GUI,3472215.0,NA,5627645,NA,2021-03-07T08:32:15.999Z,2021-03-09T15:42:10.485Z,18000,36000.0
1853,80404506,[CR] Apply retry count and interval on Payment Inquiry [Uwallet],3089579.0,NA,3099576,int_259,2021-03-07T08:26:43.600Z,2021-03-16T09:46:52.837Z,162000,32400.0
1854,80404452,(Corporate Portal API): A new API to retrieve the possible cheques per page,5062463.0,int_469,5062463,int_469,2021-03-07T08:23:19.922Z,2021-03-08T15:00:53.276Z,3600,3600.0
1855,80404371,(Published List Inquiry API): Need to consider the newly added field Customer Id Type,3918559.0,int_448,3918559,int_448,2021-03-07T08:18:04.264Z,2021-03-15T08:16:26.916Z,3600,3600.0
1856,80404352,validate empty amount in QR,4545525.0,int_464,4545525,int_464,2021-03-07T08:17:09.885Z,2021-03-07T13:33:35.360Z,0,0.0
1857,80404172,Join APIs and Angular in one project,3099895.0,NA,3891855,NA,2021-03-07T08:07:37.427Z,2021-03-08T10:53:03.508Z,7200,0.0
1858,80404154,Pagination is not working well since the echeque central have a limit number of cheques per page,3918559.0,int_448,5062463,int_469,2021-03-07T08:06:37.189Z,2021-03-08T15:00:24.594Z,3600,3600.0
1859,80404097,Cant add error on RET file,3016025.0,NA,4821997,int_99,2021-03-07T08:02:46.258Z,2021-03-14T09:50:25.597Z,28800,7200.0
1860,80404032,Gitlab SAST for .net core projects,2984940.0,NA,2985217,int_471,2021-03-07T07:55:35.675Z,2021-03-16T14:56:23.771Z,144000,133200.0
1861,80403990,ZAYTOUNA: Add Integration Tests,4082583.0,int_237,4082583,int_237,2021-03-07T07:51:59.554Z,2021-03-17T10:02:26.219Z,14400,14400.0
1862,80403945,Beneficiary file uploaded via csv should go through regular workflow,,NA,5679865,NA,2021-03-07T07:41:54.042Z,,115200,0.0
1863,80403890,Check the transaction details API,6116619.0,NA,5903443,NA,2021-03-07T07:38:28.209Z,2021-03-07T13:17:44.652Z,10800,0.0
1864,80403881,Verify dukhan site full cycle,3051671.0,NA,3016347,int_284,2021-03-07T07:37:39.851Z,2021-04-12T05:41:57.909Z,0,0.0
1865,80403865,Stuck payment on corporate and ministry,3712837.0,NA,3072037,int_331,2021-03-07T07:36:41.270Z,2021-04-08T12:59:31.137Z,28800,0.0
1866,80403832,Adding the required security headers,3097752.0,int_2,3097752,int_2,2021-03-07T07:33:02.379Z,2021-03-07T09:21:50.195Z,0,0.0
1867,80403650,remove xxs from backend,3097752.0,int_2,3097752,int_2,2021-03-07T07:21:56.820Z,2021-03-07T09:21:50.342Z,0,0.0
1868,80403521,moving the project,3099424.0,int_421,4123273,int_48,2021-03-07T07:11:08.779Z,2021-03-14T06:57:33.515Z,57600,57600.0
1869,80403506,Adding UAE files that were reflected on the UAT site,4902499.0,NA,4902499,NA,2021-03-07T07:08:56.556Z,2021-04-07T06:48:06.456Z,10800,10800.0
1870,80403504,moving project,4123273.0,int_48,4123273,int_48,2021-03-07T07:07:58.149Z,2021-03-07T08:18:29.284Z,1200,1200.0
1871,80721971,PROD - Message contain special characters is not opening,3028392.0,NA,3084296,int_42,2021-03-07T06:56:14.072Z,2021-03-21T09:08:23.400Z,0,0.0
1872,80403315,adminresetpass,3097752.0,int_2,3097752,int_2,2021-03-07T06:50:28.821Z,2021-03-07T07:33:28.825Z,0,0.0
1873,80402985,"""UAE"" UAT support",4902499.0,NA,4902499,NA,2021-03-07T06:19:41.067Z,2021-03-07T15:33:32.103Z,28800,28800.0
1874,80402359,update to latest core release,5050988.0,int_490,5050988,int_490,2021-03-07T05:33:56.734Z,2021-03-07T07:00:26.603Z,0,0.0
1875,80400747,fix plantuml,3016614.0,NA,3016614,NA,2021-03-07T02:57:20.225Z,2021-03-07T03:02:42.229Z,0,0.0
1876,80400466,import lc: add uml,3016614.0,NA,3016614,NA,2021-03-07T02:21:27.091Z,2021-03-07T02:27:59.672Z,0,0.0
1877,80395105,liquibase project,4545525.0,int_464,4545525,int_464,2021-03-06T19:42:29.709Z,2021-03-07T10:39:25.565Z,0,0.0
1878,80394513,update to latest core to handle return listing,4545525.0,int_464,4545525,int_464,2021-03-06T19:04:53.601Z,2021-03-06T19:42:50.864Z,0,0.0
1879,80393165,Fix bic codes in persisted pacs.004,5050988.0,int_490,5050988,int_490,2021-03-06T17:54:28.263Z,2021-03-06T18:55:05.108Z,0,0.0
1880,80385103,fixing import LC,3016614.0,NA,3016614,NA,2021-03-06T12:13:23.755Z,2021-03-06T12:47:24.243Z,0,0.0
1881,80384684,Fix Import LC,,NA,3016614,NA,2021-03-06T11:58:35.687Z,2021-03-06T12:00:16.641Z,0,0.0
1882,80374228,LCs documentation,3016614.0,NA,3016614,NA,2021-03-06T05:09:06.264Z,2021-03-06T11:38:42.195Z,0,0.0
1883,80333545,(Test blocker) simulator returned null values on pipeline although working locally,3120776.0,NA,3120776,NA,2021-03-05T13:12:25.778Z,2021-03-05T13:27:20.414Z,28800,93600.0
1884,80307456,Testing nbb integration messages,3120776.0,NA,3120776,NA,2021-03-05T08:27:19.988Z,2021-03-16T08:20:30.577Z,57600,21600.0
1885,80272011,"Generic error ""Contact with Administrator"" in most of the pages in ECC UAT site of Citibank after deploying the VABD release",3062831.0,int_302,3797510,int_130,2021-03-04T17:10:59.524Z,2021-03-10T08:51:59.376Z,1800,1800.0
1886,80265991,updating core to handle missing r2p item,4545525.0,int_464,4545525,int_464,2021-03-04T16:00:59.087Z,2021-03-04T16:05:13.282Z,0,0.0
1887,80265118,Fix pending amendment when creating cancellation request,3016026.0,NA,3016026,NA,2021-03-04T15:46:16.638Z,2021-03-08T16:02:42.035Z,28800,28800.0
1888,80264867,add angular to the project to deploy as one,3099895.0,NA,3099895,NA,2021-03-04T15:41:05.941Z,2021-03-07T09:49:00.191Z,14400,21600.0
1889,80263885,Investigation issue: Cheque duplicate,3016025.0,NA,3016025,NA,2021-03-04T15:28:24.437Z,,86400,86400.0
1890,80263220,fix r2p approval to handle unstructured data,5050988.0,int_490,5050988,int_490,2021-03-04T15:18:02.747Z,2021-03-04T15:38:59.392Z,0,0.0
1891,80261717,Signatures on ECC,3369011.0,NA,5366924,int_23,2021-03-04T14:55:23.497Z,2021-03-29T07:43:58.472Z,0,0.0
1892,80260819,create jfwAuthentication object from JWT token,3874701.0,int_122,3874701,int_122,2021-03-04T14:42:01.150Z,2021-03-09T14:27:42.766Z,0,0.0
1893,80260368,Validate Helpdesk security fixes,3918504.0,int_465,3918504,int_465,2021-03-04T14:36:58.074Z,2021-03-16T14:33:22.706Z,63000,63000.0
1894,80259459,P2M Integration and Workflow,2982364.0,int_553,3702134,int_74,2021-03-04T14:26:03.463Z,2021-03-24T06:45:07.865Z,0,0.0
1895,80257968,feat: #18 Add Transaction code field to the Scan page.,3062831.0,int_302,4131528,NA,2021-03-04T14:03:42.975Z,2021-03-07T16:30:30.096Z,5400,0.0
1896,80257600,feat: #893 add transaction code to new scan page,3918501.0,NA,6367608,NA,2021-03-04T13:56:47.641Z,2021-03-08T12:17:53.085Z,900,0.0
1897,80257525,Update IBM Correlation Id storage in memory,3612142.0,int_412,3612144,int_414,2021-03-04T13:55:53.097Z,2021-03-11T06:29:00.415Z,3600,0.0
1898,80256819,feat: #190 Add Transaction code field to the Scan page.,3918501.0,NA,4131528,NA,2021-03-04T13:44:23.551Z,2021-03-07T16:31:36.929Z,18000,10800.0
1899,80257077,feat: #17  Remove the Urgency and Pay Method filters on the (PDC) scan page.,3062831.0,int_302,4131528,NA,2021-03-04T13:42:39.119Z,2021-03-07T12:44:51.860Z,1800,0.0
1900,80256728,feat: #189 Remove the Urgency and Pay Method filters on the (PDC) scan page.,3062831.0,int_302,4131528,NA,2021-03-04T13:42:39.119Z,2021-03-07T14:07:59.469Z,9000,0.0
1901,80256520,unpaid bills issues,2856038.0,int_474,2856038,int_474,2021-03-04T13:39:52.551Z,2021-03-08T05:55:42.085Z,1800,900.0
1902,80256140,add resend button to failed bank integration messages,2982388.0,NA,6116669,NA,2021-03-04T13:32:29.967Z,2021-03-21T11:08:02.900Z,28800,0.0
1903,80255550,Add Support for MSSQL,,NA,3192614,NA,2021-03-04T13:22:45.639Z,2021-03-10T10:43:30.522Z,0,0.0
1904,80251120,Mapping Direct Debit fields with Montran pacs003 message,3596321.0,int_468,3596325,int_39,2021-03-04T12:37:34.618Z,2021-03-16T14:29:58.244Z,3600,3600.0
1905,80534333,AML configuration->needs to change the values for the message types suggestion box,,NA,4873084,NA,2021-03-04T12:27:48.066Z,2021-03-10T14:09:41.806Z,0,0.0
1906,80250451,Inject crm Service inquiry plugin into Zain spring plugins,5163289.0,NA,3099576,int_259,2021-03-04T12:24:18.059Z,2021-03-07T13:28:43.134Z,0,0.0
1907,80249996,add logging tables for INWARD AND OUTWARD FILES,4351853.0,int_219,4351853,int_219,2021-03-04T12:14:20.204Z,2021-04-01T07:36:57.616Z,180,1800.0
1908,80248716,Add Inward Direct Debit diagram to PSYS,3220112.0,int_348,3220112,int_348,2021-03-04T11:53:20.236Z,2021-03-04T12:10:14.595Z,0,0.0
1909,80246542,Apply JACOCO,3642306.0,int_241,3642306,int_241,2021-03-04T11:30:21.379Z,2021-03-08T05:56:36.358Z,0,0.0
1910,80242802,Other reasons in replied cheque (inward)  is enabled,5223206.0,NA,8198022,NA,2021-03-04T10:46:50.378Z,2021-03-08T07:33:40.564Z,13800,10800.0
1911,80242767,Create transaction 'Details' view and connect it with back-end,5205719.0,NA,3891855,NA,2021-03-04T10:46:31.683Z,2021-03-21T15:15:19.193Z,86400,86400.0
1912,80242202,Wrong Creditor agent when tag 57A not presented in the message MT103,2957997.0,int_240,3395141,int_30,2021-03-04T10:40:38.276Z,2021-03-04T13:59:43.189Z,3600,1800.0
1913,80241443,(Abusers Management Returned Cheques API): this API is responsible for inserting Returned Cheques into the Abusers system,3220138.0,NA,3918559,int_448,2021-03-04T10:33:46.612Z,2021-04-06T08:30:34.854Z,28800,0.0
1914,80241359,Dashboard amount unit is confusing and contradicts with the unit letter used in the graph,,NA,3016347,int_284,2021-03-04T10:32:56.921Z,,0,0.0
1915,80240893,Add Outward Direct Debit diagram for PSYS,3220112.0,int_348,3220112,int_348,2021-03-04T10:28:57.503Z,2021-03-04T11:39:34.486Z,0,0.0
1916,80240371,fix: #188 MICR validation.,3918507.0,NA,4131528,NA,2021-03-04T10:24:03.044Z,2021-03-04T10:30:06.341Z,10800,0.0
1917,80239327,approve accept reason,4902499.0,NA,4902499,NA,2021-03-04T10:14:35.371Z,2021-03-07T09:36:34.644Z,18000,18000.0
1918,80238750,"view for camt053, decimal point on number fields",6116805.0,NA,6116805,NA,2021-03-04T10:10:08.149Z,2021-03-04T13:08:22.025Z,0,1800.0
1919,80238547,add logging tables for INWARD AND OUTWARD FILES,4351853.0,int_219,4351853,int_219,2021-03-04T10:08:28.624Z,2021-03-04T13:18:31.763Z,0,0.0
1920,80237872,"In BC, allow to create more than one Amendment",3557511.0,NA,3557511,NA,2021-03-04T10:01:48.397Z,2021-03-08T11:28:59.117Z,0,28800.0
1921,80236726,fixing camt053 entryDetail if blank,4545525.0,int_464,4545525,int_464,2021-03-04T09:51:44.344Z,2021-03-04T11:15:19.522Z,0,0.0
1922,80236229,Kafka,,NA,3032719,int_233,2021-03-04T09:47:01.425Z,,0,0.0
1923,80235250,Allow in LG to create more than one Amendment,3557511.0,NA,3557511,NA,2021-03-04T09:38:12.316Z,2021-03-04T12:12:50.049Z,0,28800.0
1924,80235202,Add English and Arabic service description on CheckInfo,2992179.0,NA,2991476,int_441,2021-03-04T09:37:58.539Z,2021-03-07T12:13:25.485Z,0,0.0
1925,80234122,Create table to store AML responses,2957997.0,int_240,2957997,int_240,2021-03-04T09:30:55.397Z,2021-03-07T13:37:07.606Z,0,0.0
1926,80233612,[WPS] wps payments are not being unlocked,3390457.0,NA,3084366,int_89,2021-03-04T09:27:51.305Z,2021-04-01T05:36:56.441Z,0,0.0
1927,80233231,chore: #4 update some dependencies based on citi uae blackduck,3062831.0,int_302,3062831,int_302,2021-03-04T09:24:40.820Z,2021-03-04T10:15:16.600Z,3600,3600.0
1928,80233196,Add full name ar & en to QR code,3908455.0,NA,3908455,NA,2021-03-04T09:24:25.757Z,2021-03-07T12:13:44.598Z,14400,18000.0
1929,80232967,Port Progressoft.MImaging,3612141.0,int_416,3612142,int_412,2021-03-04T09:22:11.833Z,2021-03-08T13:46:59.446Z,0,0.0
1930,80232566,Received admi dosen`t reflect the status,,NA,3220112,int_348,2021-03-04T09:18:37.994Z,,0,0.0
1931,80232432,"If there is  no validation from customer inquiry for outward DD which was created from auto release mandate , it must be sent directly and automatically to CBJ",2957997.0,int_240,3220112,int_348,2021-03-04T09:17:33.402Z,2021-03-18T08:33:13.333Z,46800,46800.0
1932,80232351,unpaid bills : jawwal and paltel icon size beside the bill must be smaller to be fully viewed and to match the ios screen,3487589.0,NA,2856038,int_474,2021-03-04T09:16:30.947Z,2021-03-08T07:21:37.472Z,1200,0.0
1933,80232200,unpaid bills : The icon for ebpp bills are not being displayed beside the bills,3487589.0,NA,2856038,int_474,2021-03-04T09:15:10.940Z,2021-03-08T10:52:43.074Z,0,0.0
1934,80232145,Prevent the update on the Customer Name for INVEST customers (OnUs),5188872.0,int_320,3220112,int_348,2021-03-04T09:14:38.880Z,2021-03-10T13:48:58.016Z,115200,115200.0
1935,80232141,unpaid bills : The icon for ebpp bills are not being displayed beside the bills,3844403.0,int_383,2856038,int_474,2021-03-04T09:14:36.805Z,2021-03-08T09:40:59.461Z,0,0.0
1936,80231826,Change the views to show it in for Customer details &  Account details,2957997.0,int_240,3220112,int_348,2021-03-04T09:11:49.171Z,2021-03-16T08:44:22.834Z,43200,43200.0
1937,80230579,Add customer termination on spring,3072580.0,NA,5903443,NA,2021-03-04T09:01:35.648Z,2021-03-08T11:21:27.073Z,10800,10800.0
1938,80229655,Hand move button on cheque image does not work when the user clicks on it,5223206.0,NA,8105748,NA,2021-03-04T08:53:04.882Z,2021-03-09T15:02:45.653Z,3600,0.0
1939,80226950,Zonal zoom button doesn't work in Image Capture page,,NA,8198022,NA,2021-03-04T08:28:35.684Z,,0,0.0
1940,80226698,pacs.003.001.07 differences between Montran and Iso20022,,NA,3596325,int_39,2021-03-04T08:25:39.286Z,2021-03-21T13:26:45.654Z,0,0.0
1941,80226645,Get Customer ID for inward pacs.008,,NA,5050988,int_490,2021-03-04T08:24:52.436Z,2021-03-08T10:31:25.265Z,0,0.0
1942,80226629,Audit logs enhancement,3087443.0,NA,3087443,NA,2021-03-04T08:24:30.254Z,2021-04-07T06:55:36.433Z,86400,86400.0
1943,80226514,Account inquiry for pacs.004,,NA,5050988,int_490,2021-03-04T08:23:08.519Z,2021-03-18T15:09:22.041Z,0,0.0
1944,80226509,implement inward credit for pacs.004,6116805.0,NA,5050988,int_490,2021-03-04T08:22:57.774Z,2021-03-18T12:57:55.428Z,0,10800.0
1945,80226498,implement unmark lien,,NA,5050988,int_490,2021-03-04T08:22:40.242Z,2021-03-08T10:31:43.734Z,0,0.0
1946,80226493,implement debit,,NA,5050988,int_490,2021-03-04T08:22:30.301Z,2021-03-16T16:51:23.920Z,0,0.0
1947,80226481,implement lien,,NA,5050988,int_490,2021-03-04T08:22:15.673Z,2021-03-08T10:31:59.569Z,0,0.0
1948,80225616,Enhance the scanner configuration screen,3918332.0,NA,3016347,int_284,2021-03-04T08:08:54.558Z,2021-04-12T06:32:04.732Z,0,0.0
1949,80225143,Same rows are returned when sorting a non-unique field  with pagination,4743352.0,int_162,3033541,int_159,2021-03-04T07:59:58.242Z,2021-03-10T09:46:03.587Z,21600,30600.0
1950,80224999,add liquibase,6116669.0,NA,5903443,NA,2021-03-04T07:57:09.335Z,2021-03-08T14:34:04.428Z,3600,3600.0
1951,80534412,Lookups/Agents->needs to show is GCC flag on the screen grid,,NA,4873084,NA,2021-03-04T07:46:36.238Z,2021-03-11T07:45:01.492Z,0,0.0
1952,80224083,refactor: #114 refactor k6 max connections,6117624.0,NA,7832270,NA,2021-03-04T07:40:02.486Z,2021-03-10T12:45:26.367Z,1800,900.0
1953,80223844,resolve: #113 use psuedo-random number instead of random number in k6 load testing,3062831.0,int_302,7832270,NA,2021-03-04T07:35:03.446Z,2021-03-10T12:45:26.840Z,57600,3600.0
1954,80223666,feat: #112 Implement pagination for lookups,3918501.0,NA,7832270,NA,2021-03-04T07:30:04.628Z,2021-03-08T10:48:31.405Z,28800,18000.0
1955,80687581,Support bulk actions,3016896.0,NA,4540933,NA,2021-03-04T07:24:07.862Z,2021-03-15T10:01:45.929Z,86400,79200.0
1956,80223300,Support bulk actions in idm grids,3016896.0,NA,4540933,NA,2021-03-04T07:24:07.862Z,2021-03-11T05:42:47.098Z,0,0.0
1957,80223083,"add procedure to Add tenant add ,app instances for tenant ,list tenant",3087517.0,int_356,3099895,NA,2021-03-04T07:19:20.239Z,2021-03-09T07:26:11.885Z,10800,0.0
1958,80220701,Reconcilaition File: Display original payment date for return payments,2958010.0,int_239,2958010,int_239,2021-03-04T06:37:34.423Z,2021-03-04T06:54:24.669Z,0,0.0
1959,80220700,Add Inward mandate diagram for PSYS,3220112.0,int_348,3220112,int_348,2021-03-04T06:37:33.251Z,2021-03-04T10:08:25.756Z,0,0.0
1960,80220373,camt025 Job change the accepted payments status to FAILED -  Validation to be added,5050988.0,int_490,4828428,int_44,2021-03-04T06:30:19.931Z,2021-03-04T06:38:11.595Z,0,0.0
1961,80220344,"when define condition scheme for account or amount on specific view, this condition scheme applies on all views that use same entity",3016026.0,NA,2807524,int_346,2021-03-04T06:30:00.371Z,2021-03-18T12:59:38.655Z,0,0.0
1962,80219449,bug: every error is treated as an expired session,,NA,6156851,NA,2021-03-04T06:12:17.563Z,2021-03-04T06:28:39.346Z,0,0.0
1963,80218186,Unpaid bills appbar loading,3487589.0,NA,3487589,NA,2021-03-04T05:36:51.147Z,2021-03-08T05:41:27.845Z,7200,6900.0
1964,81354117,status for National manual created payment (new created or copied) from swift will keep in sending in process while status in National payment is final status,6116686.0,NA,3993694,int_155,2021-03-04T05:32:25.568Z,2021-03-24T12:47:27.574Z,0,0.0
1965,80202410,update to latest core to handle camts,4545525.0,int_464,4545525,int_464,2021-03-03T20:05:46.143Z,2021-03-03T20:15:48.252Z,0,0.0
1966,80197109,update ppsduplicate to fetch the details eager,5050988.0,int_490,5050988,int_490,2021-03-03T19:22:49.093Z,2021-03-03T19:30:16.676Z,0,0.0
1967,80195143,fix portlet and profile role,2846116.0,int_248,2846116,int_248,2021-03-03T18:32:33.264Z,2021-03-03T19:21:16.672Z,0,0.0
1968,80195036,add option to user list to unlock user,,NA,2846116,int_248,2021-03-03T18:30:33.416Z,2021-03-04T12:47:21.770Z,0,0.0
1969,80194793,add unlock user api,2846116.0,int_248,2846116,int_248,2021-03-03T18:25:42.146Z,2021-03-03T18:43:04.329Z,0,0.0
1970,80189272,Add new integration to EPMS,,NA,3074484,int_127,2021-03-03T16:46:13.890Z,,0,0.0
1971,80189065,update to latest core to handle listing,4545525.0,int_464,4545525,int_464,2021-03-03T16:43:59.242Z,2021-03-03T16:57:36.851Z,0,0.0
1972,80188083,fix naming,4545525.0,int_464,4545525,int_464,2021-03-03T16:24:39.237Z,2021-03-03T16:40:31.149Z,0,0.0
1973,80188072,"Validation on Image capture, Data Entry and Repair (ECC and PDC)",,NA,3074484,int_127,2021-03-03T16:24:22.523Z,,0,0.0
1974,80185653,CR: Spliting the data in additional info and map each 35 characters to equivalent field in the webservice,3192625.0,NA,3741585,int_191,2021-03-03T15:46:16.187Z,2021-03-30T09:21:33.841Z,0,10800.0
1975,80184286,Integration Tests,3192625.0,NA,3192625,NA,2021-03-03T15:26:21.562Z,2021-03-09T10:32:26.631Z,68400,68400.0
1976,80183769,"Add new note cat for PDC RDC called ""RDC-PDC-delete-reference""",4902499.0,NA,4902499,NA,2021-03-03T15:18:25.805Z,2021-03-04T06:23:46.810Z,10800,10800.0
